0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
1,0.0,0.0,0.0,6.0,6.0,10.0,0.0,10.0,7.0,7.0,0.0,6.0,10.0,7.0,10.05,0.0,6.0,1.0,13.0,7.07,10.0,7.0,9.0,24.0,17.03,1.0,13.0,5.0,22.0,9.85,5.0,22.0,9.0,24.0,4.47,0.0,0.0,0.0,0.0,0.0,26.0
1,0.0,0.0,0.0,22.0,22.0,18.0,0.0,19.0,11.0,11.05,0.0,22.0,19.0,11.0,21.95,0.0,22.0,1.0,37.0,15.03,19.0,11.0,17.0,30.0,19.1,1.0,37.0,17.0,30.0,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.59
1,0.0,0.0,0.0,24.0,24.0,24.0,0.0,25.0,17.0,17.03,0.0,24.0,25.0,17.0,25.96,0.0,24.0,2.0,34.0,10.2,25.0,17.0,24.0,40.0,23.02,2.0,34.0,9.0,43.0,11.4,9.0,43.0,24.0,40.0,15.3,0.0,0.0,0.0,0.0,0.0,49.74
1,0.0,0.0,0.0,10.0,10.0,23.0,0.0,23.0,14.0,14.0,0.0,10.0,23.0,14.0,23.35,0.0,10.0,13.0,23.0,18.38,23.0,14.0,13.0,23.0,13.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.53
1,0.0,0.0,0.0,15.0,15.0,25.0,0.0,27.0,9.0,9.22,0.0,15.0,27.0,9.0,27.66,0.0,15.0,23.0,26.0,25.5,27.0,9.0,23.0,26.0,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.48
1,0.0,0.0,0.0,18.0,18.0,10.0,0.0,12.0,18.0,18.11,0.0,18.0,12.0,18.0,12.0,0.0,18.0,4.0,27.0,9.85,12.0,18.0,4.0,27.0,12.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.55
1,0.0,0.0,0.0,11.0,11.0,8.0,0.0,9.0,9.0,9.06,0.0,11.0,9.0,9.0,9.22,0.0,11.0,2.0,27.0,16.12,9.0,9.0,9.0,22.0,13.0,2.0,27.0,9.0,22.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.46
1,0.0,0.0,0.0,19.0,19.0,8.0,0.0,8.0,7.0,7.0,0.0,19.0,8.0,7.0,14.42,0.0,19.0,2.0,37.0,18.11,8.0,7.0,6.0,30.0,23.09,2.0,37.0,2.0,38.0,1.0,2.0,38.0,6.0,30.0,8.94,0.0,0.0,0.0,0.0,0.0,38.83
1,0.0,0.0,0.0,12.0,12.0,11.0,0.0,12.0,17.0,17.03,0.0,12.0,12.0,17.0,13.0,0.0,12.0,1.0,34.0,22.02,12.0,17.0,14.0,38.0,21.1,1.0,34.0,14.0,38.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5
1,0.0,0.0,0.0,20.0,20.0,19.0,0.0,21.0,14.0,14.14,0.0,20.0,21.0,14.0,21.84,0.0,20.0,20.0,45.0,32.02,21.0,14.0,20.0,45.0,31.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.66
1,0.0,0.0,0.0,8.0,8.0,6.0,0.0,8.0,11.0,11.18,0.0,8.0,8.0,11.0,8.54,0.0,8.0,2.0,27.0,19.1,8.0,11.0,8.0,29.0,18.0,2.0,27.0,8.0,35.0,10.0,8.0,35.0,8.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,35.9
1,0.0,0.0,0.0,13.0,13.0,6.0,0.0,8.0,11.0,11.18,0.0,13.0,8.0,11.0,8.25,0.0,13.0,1.0,33.0,20.02,8.0,11.0,8.0,20.0,9.0,1.0,33.0,8.0,20.0,14.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.96
1,0.0,0.0,0.0,19.0,19.0,17.0,0.0,18.0,14.0,14.04,0.0,19.0,18.0,14.0,18.68,0.0,19.0,1.0,35.0,16.03,18.0,14.0,16.0,33.0,19.1,1.0,35.0,14.0,43.0,15.26,14.0,43.0,16.0,33.0,10.2,0.0,0.0,0.0,0.0,0.0,46.62
1,0.0,0.0,0.0,25.0,25.0,13.0,0.0,14.0,26.0,26.02,0.0,25.0,14.0,26.0,14.04,0.0,25.0,1.0,46.0,21.02,14.0,26.0,15.0,38.0,12.04,1.0,46.0,15.0,38.0,16.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.38
1,0.0,0.0,0.0,10.0,10.0,17.0,0.0,19.0,11.0,11.18,0.0,10.0,19.0,11.0,19.03,0.0,10.0,1.0,24.0,14.04,19.0,11.0,18.0,17.0,6.08,1.0,24.0,9.0,31.0,10.63,9.0,31.0,18.0,17.0,16.64,0.0,0.0,0.0,0.0,0.0,36.36
1,0.0,0.0,0.0,7.0,7.0,18.0,0.0,19.0,11.0,11.05,0.0,7.0,19.0,11.0,19.42,0.0,7.0,0.0,16.0,9.0,19.0,11.0,20.0,17.0,6.08,0.0,16.0,20.0,17.0,20.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25
1,0.0,0.0,0.0,13.0,13.0,13.0,0.0,15.0,10.0,10.2,0.0,13.0,15.0,10.0,15.3,0.0,13.0,3.0,23.0,10.44,15.0,10.0,3.0,23.0,17.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.46
1,0.0,0.0,0.0,11.0,11.0,24.0,0.0,24.0,12.0,12.0,0.0,11.0,24.0,12.0,24.02,0.0,11.0,2.0,23.0,12.17,24.0,12.0,24.0,26.0,14.0,2.0,23.0,24.0,26.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.38
1,0.0,0.0,0.0,17.0,17.0,22.0,0.0,24.0,20.0,20.1,0.0,17.0,24.0,20.0,24.19,0.0,17.0,1.0,38.0,21.02,24.0,20.0,1.0,38.0,29.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.94
1,0.0,0.0,0.0,25.0,25.0,21.0,0.0,22.0,6.0,6.08,0.0,25.0,22.0,6.0,29.07,0.0,25.0,2.0,43.0,18.11,22.0,6.0,24.0,13.0,7.28,2.0,43.0,24.0,13.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.24
1,0.0,0.0,0.0,13.0,13.0,14.0,0.0,14.0,17.0,17.0,0.0,13.0,14.0,17.0,14.56,0.0,13.0,2.0,35.0,22.09,14.0,17.0,15.0,38.0,21.02,2.0,35.0,15.0,38.0,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.85
1,0.0,0.0,0.0,6.0,6.0,19.0,0.0,21.0,10.0,10.2,0.0,6.0,21.0,10.0,21.38,0.0,6.0,2.0,12.0,6.32,21.0,10.0,21.0,30.0,20.0,2.0,12.0,21.0,30.0,26.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.62
1,0.0,0.0,0.0,13.0,13.0,7.0,0.0,8.0,15.0,15.03,0.0,13.0,8.0,15.0,8.25,0.0,13.0,2.0,29.0,16.12,8.0,15.0,2.0,29.0,15.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.08
1,0.0,0.0,0.0,11.0,11.0,15.0,0.0,15.0,14.0,14.0,0.0,11.0,15.0,14.0,15.3,0.0,11.0,2.0,22.0,11.18,15.0,14.0,2.0,22.0,15.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.63
1,0.0,0.0,0.0,14.0,14.0,6.0,0.0,7.0,12.0,12.04,0.0,14.0,7.0,12.0,7.28,0.0,14.0,5.0,20.0,7.81,7.0,12.0,5.0,20.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.19
1,0.0,0.0,0.0,25.0,25.0,15.0,0.0,16.0,6.0,6.08,0.0,25.0,16.0,6.0,24.84,0.0,25.0,1.0,41.0,16.03,16.0,6.0,17.0,30.0,24.02,1.0,41.0,17.0,30.0,19.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.38
1,0.0,0.0,0.0,7.0,7.0,22.0,0.0,24.0,10.0,10.2,0.0,7.0,24.0,10.0,24.19,0.0,7.0,0.0,26.0,19.0,24.0,10.0,25.0,24.0,14.04,0.0,26.0,14.0,30.0,14.56,14.0,30.0,25.0,24.0,12.53,0.0,0.0,0.0,0.0,0.0,39.05
1,0.0,0.0,0.0,19.0,19.0,6.0,0.0,7.0,24.0,24.02,0.0,19.0,7.0,24.0,8.6,0.0,19.0,0.0,31.0,12.0,7.0,24.0,5.0,37.0,13.15,0.0,31.0,5.0,37.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.66
1,0.0,0.0,0.0,16.0,16.0,25.0,0.0,25.0,18.0,18.0,0.0,16.0,25.0,18.0,25.08,0.0,16.0,0.0,33.0,17.0,25.0,18.0,25.0,40.0,22.0,0.0,33.0,1.0,33.0,1.0,1.0,33.0,25.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,47.17
1,0.0,0.0,0.0,10.0,10.0,16.0,0.0,17.0,14.0,14.04,0.0,10.0,17.0,14.0,17.46,0.0,10.0,2.0,23.0,13.15,17.0,14.0,15.0,28.0,14.14,2.0,23.0,13.0,29.0,12.53,13.0,29.0,15.0,28.0,2.24,0.0,0.0,0.0,0.0,0.0,33.62
1,0.0,0.0,0.0,21.0,21.0,22.0,0.0,24.0,23.0,23.09,0.0,21.0,24.0,23.0,24.08,0.0,21.0,14.0,38.0,22.02,24.0,23.0,14.0,38.0,18.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.94
1,0.0,0.0,0.0,17.0,17.0,9.0,0.0,9.0,17.0,17.0,0.0,17.0,9.0,17.0,9.0,0.0,17.0,5.0,37.0,20.62,9.0,17.0,5.0,37.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.08
1,0.0,0.0,0.0,24.0,24.0,6.0,0.0,6.0,13.0,13.0,0.0,24.0,6.0,13.0,12.53,0.0,24.0,2.0,30.0,6.32,6.0,13.0,2.0,30.0,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.59
1,0.0,0.0,0.0,12.0,12.0,17.0,0.0,18.0,12.0,12.04,0.0,12.0,18.0,12.0,18.0,0.0,12.0,14.0,32.0,24.41,18.0,12.0,14.0,32.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.72
1,0.0,0.0,0.0,22.0,22.0,22.0,0.0,23.0,12.0,12.04,0.0,22.0,23.0,12.0,25.08,0.0,22.0,14.0,47.0,28.65,23.0,12.0,14.0,47.0,36.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.33
1,0.0,0.0,0.0,17.0,17.0,12.0,0.0,14.0,21.0,21.1,0.0,17.0,14.0,21.0,14.56,0.0,17.0,6.0,26.0,10.82,14.0,21.0,6.0,26.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.53
1,0.0,0.0,0.0,7.0,7.0,22.0,0.0,22.0,7.0,7.0,0.0,7.0,22.0,7.0,22.0,0.0,7.0,1.0,32.0,25.02,22.0,7.0,22.0,31.0,24.0,1.0,32.0,22.0,31.0,21.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83
1,0.0,0.0,0.0,19.0,19.0,19.0,0.0,20.0,15.0,15.03,0.0,19.0,20.0,15.0,20.4,0.0,19.0,2.0,43.0,24.08,20.0,15.0,20.0,40.0,25.0,2.0,43.0,12.0,50.0,12.21,12.0,50.0,20.0,40.0,12.81,0.0,0.0,0.0,0.0,0.0,53.85
1,0.0,0.0,0.0,25.0,25.0,8.0,0.0,10.0,11.0,11.18,0.0,25.0,10.0,11.0,17.2,0.0,25.0,2.0,46.0,21.1,10.0,11.0,10.0,32.0,21.0,2.0,46.0,4.0,55.0,9.22,4.0,55.0,10.0,32.0,23.77,0.0,0.0,0.0,0.0,0.0,55.9
1,0.0,0.0,0.0,19.0,19.0,18.0,0.0,19.0,18.0,18.03,0.0,19.0,19.0,18.0,19.03,0.0,19.0,1.0,27.0,8.06,19.0,18.0,19.0,34.0,16.0,1.0,27.0,19.0,34.0,19.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.95
1,0.0,0.0,0.0,11.0,11.0,18.0,0.0,19.0,13.0,13.04,0.0,11.0,19.0,13.0,19.1,0.0,11.0,1.0,18.0,7.07,19.0,13.0,17.0,26.0,13.15,1.0,18.0,9.0,24.0,10.0,9.0,24.0,17.0,26.0,8.25,0.0,0.0,0.0,0.0,0.0,32.2
1,0.0,0.0,0.0,11.0,11.0,21.0,0.0,22.0,15.0,15.03,0.0,11.0,22.0,15.0,22.36,0.0,11.0,1.0,29.0,18.03,22.0,15.0,23.0,33.0,18.03,1.0,29.0,23.0,33.0,22.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.22
1,0.0,0.0,0.0,18.0,18.0,11.0,0.0,12.0,7.0,7.07,0.0,18.0,12.0,7.0,16.28,0.0,18.0,2.0,38.0,20.1,12.0,7.0,12.0,21.0,14.0,2.0,38.0,5.0,43.0,5.83,5.0,43.0,12.0,21.0,23.09,0.0,0.0,0.0,0.0,0.0,44.64
1,0.0,0.0,0.0,9.0,9.0,10.0,0.0,10.0,7.0,7.0,0.0,9.0,10.0,7.0,10.2,0.0,9.0,2.0,23.0,14.14,10.0,7.0,12.0,28.0,21.1,2.0,23.0,6.0,28.0,6.4,6.0,28.0,12.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,30.46
1,0.0,0.0,0.0,8.0,8.0,20.0,0.0,21.0,12.0,12.04,0.0,8.0,21.0,12.0,21.38,0.0,8.0,1.0,17.0,9.06,21.0,12.0,21.0,35.0,23.0,1.0,17.0,21.0,35.0,26.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82
1,0.0,0.0,0.0,14.0,14.0,8.0,0.0,8.0,14.0,14.0,0.0,14.0,8.0,14.0,8.0,0.0,14.0,3.0,39.0,25.18,8.0,14.0,3.0,39.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.81
1,0.0,0.0,0.0,21.0,21.0,20.0,0.0,21.0,25.0,25.02,0.0,21.0,21.0,25.0,21.38,0.0,21.0,2.0,31.0,10.2,21.0,25.0,21.0,49.0,24.0,2.0,31.0,21.0,49.0,26.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.31
1,0.0,0.0,0.0,17.0,17.0,13.0,0.0,15.0,17.0,17.12,0.0,17.0,15.0,17.0,15.0,0.0,17.0,1.0,28.0,11.05,15.0,17.0,15.0,24.0,7.0,1.0,28.0,3.0,35.0,7.28,3.0,35.0,15.0,24.0,16.28,0.0,0.0,0.0,0.0,0.0,38.08
1,0.0,0.0,0.0,24.0,24.0,12.0,0.0,12.0,8.0,8.0,0.0,24.0,12.0,8.0,20.0,0.0,24.0,6.0,31.0,9.22,12.0,8.0,6.0,31.0,23.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.24
1,0.0,0.0,0.0,10.0,10.0,18.0,0.0,19.0,8.0,8.06,0.0,10.0,19.0,8.0,19.1,0.0,10.0,10.0,32.0,24.17,19.0,8.0,10.0,32.0,25.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22
1,0.0,0.0,0.0,24.0,24.0,20.0,0.0,21.0,26.0,26.02,0.0,24.0,21.0,26.0,21.1,0.0,24.0,1.0,41.0,17.03,21.0,26.0,19.0,40.0,14.14,1.0,41.0,4.0,48.0,7.62,4.0,48.0,19.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,52.39
1,0.0,0.0,0.0,16.0,16.0,21.0,0.0,23.0,21.0,21.1,0.0,16.0,23.0,21.0,23.54,0.0,16.0,1.0,24.0,8.06,23.0,21.0,24.0,31.0,10.05,1.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,31.0,7.0,0.0,0.0,0.0,0.0,0.0,39.2
1,0.0,0.0,0.0,14.0,14.0,7.0,0.0,8.0,18.0,18.03,0.0,14.0,8.0,18.0,8.94,0.0,14.0,2.0,31.0,17.12,8.0,18.0,9.0,32.0,14.04,2.0,31.0,9.0,32.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.24
1,0.0,0.0,0.0,24.0,24.0,22.0,0.0,23.0,27.0,27.02,0.0,24.0,23.0,27.0,23.19,0.0,24.0,0.0,33.0,9.0,23.0,27.0,21.0,41.0,14.14,0.0,33.0,21.0,41.0,22.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.01
1,0.0,0.0,0.0,14.0,14.0,15.0,0.0,15.0,16.0,16.0,0.0,14.0,15.0,16.0,15.13,0.0,14.0,2.0,35.0,21.1,15.0,16.0,2.0,35.0,23.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.08
1,0.0,0.0,0.0,14.0,14.0,8.0,0.0,9.0,18.0,18.03,0.0,14.0,9.0,18.0,9.85,0.0,14.0,6.0,33.0,19.92,9.0,18.0,6.0,33.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.21
1,0.0,0.0,0.0,12.0,12.0,14.0,0.0,14.0,12.0,12.0,0.0,12.0,14.0,12.0,14.0,0.0,12.0,8.0,27.0,17.0,14.0,12.0,8.0,27.0,16.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.41
1,0.0,0.0,0.0,21.0,21.0,10.0,0.0,10.0,21.0,21.0,0.0,21.0,10.0,21.0,10.0,0.0,21.0,8.0,46.0,26.25,10.0,21.0,8.0,46.0,25.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.07
1,0.0,0.0,0.0,21.0,21.0,16.0,0.0,17.0,25.0,25.02,0.0,21.0,17.0,25.0,17.46,0.0,21.0,2.0,27.0,6.32,17.0,25.0,19.0,41.0,16.12,2.0,27.0,19.0,41.0,22.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.19
1,0.0,0.0,0.0,17.0,17.0,24.0,0.0,26.0,18.0,18.11,0.0,17.0,26.0,18.0,26.02,0.0,17.0,0.0,34.0,17.0,26.0,18.0,26.0,30.0,12.0,0.0,34.0,26.0,30.0,26.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8
1,0.0,0.0,0.0,10.0,10.0,25.0,0.0,27.0,13.0,13.15,0.0,10.0,27.0,13.0,27.17,0.0,10.0,0.0,20.0,10.0,27.0,13.0,27.0,24.0,11.0,0.0,20.0,27.0,24.0,27.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.12
1,0.0,0.0,0.0,20.0,20.0,6.0,0.0,7.0,22.0,22.02,0.0,20.0,7.0,22.0,7.28,0.0,20.0,3.0,41.0,21.21,7.0,22.0,3.0,41.0,19.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.59
1,0.0,0.0,0.0,22.0,22.0,24.0,0.0,25.0,9.0,9.06,0.0,22.0,25.0,9.0,28.18,0.0,22.0,2.0,46.0,24.08,25.0,9.0,26.0,29.0,20.02,2.0,46.0,13.0,55.0,14.21,13.0,55.0,26.0,29.0,29.07,0.0,0.0,0.0,0.0,0.0,60.84
1,0.0,0.0,0.0,18.0,18.0,9.0,0.0,11.0,12.0,12.17,0.0,18.0,11.0,12.0,12.53,0.0,18.0,7.0,31.0,14.76,11.0,12.0,7.0,31.0,19.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89
1,0.0,0.0,0.0,7.0,7.0,16.0,0.0,18.0,11.0,11.18,0.0,7.0,18.0,11.0,18.44,0.0,7.0,2.0,22.0,15.13,18.0,11.0,17.0,30.0,19.03,2.0,22.0,17.0,29.0,16.55,17.0,29.0,17.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,34.99
1,0.0,0.0,0.0,19.0,19.0,9.0,0.0,10.0,13.0,13.04,0.0,19.0,10.0,13.0,11.66,0.0,19.0,0.0,25.0,6.0,10.0,13.0,10.0,32.0,19.0,0.0,25.0,10.0,32.0,12.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53
1,0.0,0.0,0.0,19.0,19.0,17.0,0.0,17.0,12.0,12.0,0.0,19.0,17.0,12.0,18.38,0.0,19.0,2.0,39.0,20.1,17.0,12.0,17.0,18.0,6.0,2.0,39.0,17.0,18.0,25.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.54
1,0.0,0.0,0.0,13.0,13.0,8.0,0.0,8.0,10.0,10.0,0.0,13.0,8.0,10.0,8.54,0.0,13.0,2.0,35.0,22.09,8.0,10.0,7.0,24.0,14.04,2.0,35.0,7.0,24.0,12.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9
1,0.0,0.0,0.0,24.0,24.0,18.0,0.0,18.0,24.0,24.0,0.0,24.0,18.0,24.0,18.0,0.0,24.0,2.0,48.0,24.08,18.0,24.0,16.0,39.0,15.13,2.0,48.0,8.0,56.0,10.0,8.0,56.0,16.0,39.0,18.79,0.0,0.0,0.0,0.0,0.0,58.82
1,0.0,0.0,0.0,15.0,15.0,9.0,0.0,11.0,18.0,18.11,0.0,15.0,11.0,18.0,11.4,0.0,15.0,1.0,23.0,8.06,11.0,18.0,1.0,23.0,11.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5
1,0.0,0.0,0.0,13.0,13.0,14.0,0.0,14.0,12.0,12.0,0.0,13.0,14.0,12.0,14.04,0.0,13.0,0.0,21.0,8.0,14.0,12.0,0.0,21.0,16.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.24
